date,name_home_team,name_away_team,score_home,score_away,shots_home,shots_away,passes_home,passes_away,misplaced_passes_home,misplaced_passes_away,pass_accuracy_home,pass_accuracy_away,distance_home,distance_away,grade,summary_german,summary_english,coach_home,coach_away,interview_home,interview_away,interview_home_english,interview_away_english
"01.09.2018, 15:30",TSG Hoffenheim,SC Freiburg,3.0,1.0,22.0,11.0,458.0,321.0,84.0,99.0,82.0,69.0,119.25,118.76,"2,5","Mit kurzen Leerlauf-Phasen, insgesamt aber eine intensive, kurzweilige Partie mit einigen Strafraumszenen.","With short idle phases, but overall an intense, entertaining game with a few scenes in the penalty area.",Julian Nagelsmann,Lars Voßler,"Wir sind super ins Spiel gekommen und haben in den ersten Minuten unheimlich viele Chancen gehabt. Mit der ersten Verletzung war ein kleiner Bruch im Spiel. Wir haben uns in der Pause entschlossen, sehr mutig umzustellen, und haben dann eine unheimlich gute Spielkontrolle gehabt. Wir haben uns das zweite Tor erarbeitet. Am Ende haben wir sicherlich nicht unverdient gewonnen.","Ich habe heute ein intensives Spiel gesehen von beiden Mannschaften. Wir hatten uns vorgenommen, früh und aggressiv anzulaufen. Das ist uns phasenweise sehr gut gelungen. Wir hatten ein gutes Gefühl in der Halbzeit und bekommen dann so ein Slapstick-Tor. Wenn du solche einfachen Fehler machst, wird es schwierig, hier drei Punkte mitzunehmen. Und so war es dann auch.","We got into the game really well and had an incredible number of chances in the first few minutes. With the first injury there was a small break in the game. We decided to make very courageous changes during the break and then we had incredibly good control of the game. We have achieved the second goal. In the end, we certainly didn't win undeservedly.",I saw an intense game from both teams today. We had decided to start early and aggressively. We succeeded in doing this very well at times. We had a good feeling at halftime and then we got a slapstick goal. When you make such simple mistakes it becomes difficult to take away three points from here. And so it was.
"01.09.2018, 15:30",Bayer 04 Leverkusen,VfL Wolfsburg,1.0,3.0,17.0,13.0,412.0,425.0,88.0,90.0,79.0,79.0,115.57,116.71,"3,0",Schwache Leverkusener hielten den Unterhaltungswert in engen Grenzen. Abgesehen von der Startphase tat nur Wolfsburg etwas fürs Niveau.,"Weak Leverkusen kept the entertainment value within narrow limits. Apart from the start phase, only Wolfsburg did something for the level.",Heiko Herrlich,Bruno Labbadia,"Wir sind sehr gut ins Spiel gekommen und auch in Führung gegangen. Das 1:1 war natürlich zu vermeiden. Nach der Pause hatten wir nochmals eine Chance zum 2:1, doch nach den beiden Gegentoren haben wir es nicht mehr geschafft, dem Spiel eine Wende zu geben.","Es war eine große Freude, wie geschlossen die Mannschaft aufgetreten ist, und dass sie sich auch für die Leistung belohnt hat. Wir haben Leverkusen mit unserem Positionsspiel weh getan. Es war rundherum ein guter Tag für uns. Wir haben aus der Relegation viel Kraft gezogen, außerdem hat die Mannschaft sehr hart und intensiv in der Vorbereitung gearbeitet.","We got into the game very well and also took the lead. The 1: 1 was of course to be avoided. After the break we had another chance to make it 2-1, but after conceding two goals we couldn't turn the game around.","It was a great pleasure how united the team appeared and that they were rewarded for their performance. We hurt Leverkusen with our positional play. All in all, it was a good day for us. We drew a lot of strength from the relegation, and the team worked very hard and intensively in preparation."
"01.09.2018, 15:30",Eintracht Frankfurt,Werder Bremen,1.0,2.0,5.0,11.0,358.0,493.0,101.0,95.0,72.0,81.0,111.24,113.6,"3,0","Eine spannende, teils dramatische, aber nicht hochklassige Partie.","An exciting, sometimes dramatic, but not high-class game.",Adolf Hütter,Florian Kohfeldt,"Ich würde die Niederlage als sehr unglücklich einschätzen. Wir haben 60 Minuten in Unterzahl heroisch gekämpft. Mir hat imponiert, wie meine Mannschaft zurückgekommen ist, sie wollte das Spiel umdrehen. Es tut mir Leid für die Mannschaft und die Fans, dass wir hier als Verlierer vom Platz gehen.","Aufregend, kann man wohl sagen. In einem rasanten Spiel sind wir am Ende der Sieger. Wir haben über die Dauer des Spiels gegen einen aufopfernd kämpfenden Gegner gespielt. Mit der Roten Karte ist das Spiel gekippt, Frankfurt hat das dann sehr gut gespielt. Auch wenn es in der letzten Minute mit Glück zu tun hat, ein durchaus verdienter Sieg für uns gegen eine starke Frankfurter Mannschaft.","I would rate the defeat as very unfortunate. We fought heroically for 60 minutes, outnumbered. I was impressed how my team came back, they wanted to turn the game around. I am sorry for the team and the fans that we leave the field as losers here.","Exciting, I guess you could say. In a fast-paced game, we are the winner in the end. We played against a self-sacrificing opponent for the duration of the game. The game was overturned with the red card, and Frankfurt played it very well. Even if the last minute has to do with luck, a well-deserved win for us against a strong Frankfurt team."
"01.09.2018, 15:30",FC Augsburg,Bor. Mönchengladbach,1.0,1.0,18.0,7.0,316.0,515.0,96.0,110.0,70.0,79.0,116.03,119.47,"2,5","Eine intensive Partie, in der beide Mannschaften taktische Flexibilität bewiesen.",An intense game in which both teams showed tactical flexibility.,Manuel Baum,Dieter Hecking,"Mir hat es extrem viel Spaß gemacht, das Spiel anzuschauen. Mein Trainerkollege hat uns zwei, drei Mal vor taktische Varianten gestellt. Bitter ist, dass wir den Gegentreffer gegen ein so spielerisch starkes Team nach einem Standard kassieren. Vier Punkte nach zwei Spielen als FC Augsburg, damit kann man leben.","Wir haben ein sehr intensives Spiel gesehen. Beide Mannschaften haben mit offenem Visier agiert. Augsburg hat fast Mann gegen Mann über den ganzen Platz gespielt, uns gejagt. Hinten raus haben wir den nicht ganz unverdienten Ausgleich gemacht. Für uns war das ein Punkt, den wir sehr gerne mitnehmen, weil wir wissen, wie schwierig das hier ist.","I had a lot of fun watching the game. My coaching colleague presented us with tactical variants two or three times. It's bitter that we conceded the goal against such a playful team according to a standard. Four points after two games as FC Augsburg, you can live with that.","We saw a very intense game. Both teams acted with their sights open. Augsburg played almost hand to hand all over the place, chasing us. At the back we made the not entirely undeserved compensation. For us that was a point that we are very happy to take away because we know how difficult it is here."
"01.09.2018, 15:30",1. FC Nürnberg,1. FSV Mainz 05,1.0,1.0,19.0,6.0,558.0,419.0,101.0,93.0,82.0,78.0,115.64,113.78,"2,5","Nach zäher erster Hälfte nahm die Partie Fahrt auf, weil Nürnberg aufs Tempo drückte und auch fußballerisch gefiel.","After a tough first half, the game picked up speed because Nuremberg pushed the pace and also liked football.",Michael Köllner,Sandro Schwarz,"Ich war die erste Halbzeit nicht unzufrieden. Wir haben wenig Chancen zugelassen. Das 0:1 kam gefühlt aus heiterem Himmel. Wir hatten schon die ein oder andere gefährliche Situation. Nach der Pause haben wir taktisch etwas verändert und Mainz vor die ein oder andere Frage gestellt. Das 1:1 hat uns ein Stück weit in die Karten gespielt. Schade, dass wir uns nicht belohnen konnten. Die Mannschaft hat in der zweiten Halbzeit ein fantastisches Spiel gemacht.","Wir haben zwei unterschiedliche Halbzeiten gesehen. Wir hatten gute Kontrolle, waren sehr mutig ohne die zwingenden Torchancen. Das 1:0 ist zum richtigen Zeitpunkt gefallen. Nach dem 1:1 waren wir beeindruckt. Da hatten wir Glück. Nürnberg hat viel Wucht entwickelt. Der eine Punkt war aufgrund der zweiten Halbzeit etwas glücklich. Wir wissen, dass wir die Dinge besser machen können.",I wasn't dissatisfied in the first half. We allowed few chances. It felt like the 0: 1 came out of the blue. We have already had one or the other dangerous situation. After the break we made some tactical changes and asked Mainz one or two questions. The 1: 1 played a part in our cards. It's a shame we couldn't reward ourselves. The team played a fantastic game in the second half.,We saw two different halves. We had good control and were very brave without the necessary scoring chances. The 1-0 came at the right time. After the 1-1 draw we were impressed. We were lucky there. Nuremberg developed a lot of force. One point was a bit happy because of the second half. We know we can do things better.
"01.09.2018, 18:30",VfB Stuttgart,Bayern München,0.0,3.0,4.0,24.0,323.0,667.0,75.0,67.0,77.0,90.0,112.72,110.71,"3,0","Eine einseitige Partie, die der spielstarke und ballsichere FC Bayern dominierte und mit drei schönen Treffern garnierte.",A one-sided game that was dominated by strong and ball-safe FC Bayern and garnished with three nice goals.,Tayfun Korkut,Niko Kovac,"Wir standen in der ersten Halbzeit kompakt, waren aber nicht aggressiv genug. Da hat uns der Mut gefehlt. In der zweiten Halbzeit war es schwer, das Spiel gegen eine Top-Mannschaft umzubiegen. Wir wollten dann aggressiver gegen den Ball agieren und mehr Ballbesitz haben, das ist uns nicht gelungen. Niemand kann zufrieden sein, aber wir sollten vorsichtig sein. Es ist erst der zweite Spieltag.","Ich muss sagen, ich bin sehr zufrieden. Die vier Pflichtspiele bisher waren gut. Die Mannschaft hat heute ein gutes Spiel gemacht. Wir hatten 12:0 Ecken, viel Ballbesitz und haben gute Chancen herausgespielt. Da kann ich gratulieren. Wir haben Weltklasse-Spieler, es ist jede Woche schwer, Spieler zu Hause zu lassen. Jede Entscheidung tut mir weh, aber ich kann nicht jeden spielen lassen. Als Trainer muss ich Entscheidungen treffen.","We were compact in the first half, but we weren't aggressive enough. We lacked the courage. In the second half it was difficult to turn the game against a top team. We wanted to act more aggressively against the ball and have more possession, but we couldn't. Nobody can be satisfied, but we should be careful. It's only the second game day.","I have to say, I am very satisfied. The four competitive games so far have been good. The team played a good game today. We had 12-0 corners, a lot of possession and created good chances. I can congratulate you on that. We have world class players, it's hard to leave players at home every week. Every decision hurts me, but I can't let everyone play. As a coach, I have to make decisions."
"02.09.2018, 15:30",RB Leipzig,Fortuna Düsseldorf,1.0,1.0,24.0,14.0,580.0,279.0,96.0,117.0,83.0,58.0,120.38,119.79,"4,0","Umkämpft und am Ende durchaus unterhaltsam und spannend, fußballerisch aber nur mäßig.","Fought over and in the end quite entertaining and exciting, but only moderately football-wise.",Ralf Rangnick,Friedhelm Funkel,"In der ersten Halbzeit sind wir nur ganz schwer in den Rhythmus gekommen. Was mich am meisten ärgert, ist das Gegentor, das hatte nichts mit aggressivem Pressing zu tun. In der letzten halben Stunde kann ich meiner Mannschaft in Sachen Einstellung und Moral nichts vorwerfen.","Ich freue mich über den Punkt, aber noch mehr freue ich mich über die Leistung. Wir haben gezeigt, dass wir durchaus in der Lage sind, den ein oder anderen in der Bundesliga zu ärgern.","We struggled to get into the rhythm in the first half. What annoys me the most is the goal I conceded, it had nothing to do with aggressive pressing. In the last half hour I can't fault my team in terms of attitude or morale.","I'm happy about the point, but I'm even more happy about the performance. We have shown that we are perfectly capable of annoying one or the other in the Bundesliga."
"02.09.2018, 18:00",FC Schalke 04,Hertha BSC,0.0,2.0,16.0,5.0,450.0,344.0,98.0,102.0,78.0,70.0,117.58,119.4,"4,0","Wenig Tempo und Torraumszenen, immerhin eng und umkämpft bis zum Schluss.","Little pace and goal area scenes, at least tight and fought until the end.",Domenico Tedesco,Pal Dardai,"Wir gehen zur Zeit nicht in Führung und bekommen seltsame Gegentore. Es fehlt die letzte Konsequenz, defensiv wie offensiv. Wir haben unsere Leistung aufgrund von Schlampigkeiten und Unkonzentriertheiten nicht auf den Platz bekommen. Wir ruhen uns aber sicher nicht auf der vergangenen Saison aus, kein einziger unserer Spieler tut das.","Sechs Punkte, keine Gegentore, ich bin sehr glücklich. Wir haben gut angefangen, in der Schalker Druckphase hat uns dann unser Torhüter Rune Jarstein gerettet. Aber am Ende haben wir einen verdienten Sieg eingefahren.","We're not taking the lead at the moment and we're getting strange goals. The last consequence is missing, defensive and offensive. We didn't get our performance onto the pitch due to sloppiness and lack of concentration. But we are definitely not resting on last season, not a single one of our players is doing that.","Six points, no goals conceded, I'm very happy. We started well, our goalkeeper Rune Jarstein saved us during the pressure phase at Schalke. But in the end we took a well-deserved win."
"14.09.2018, 20:30",Borussia Dortmund,Eintracht Frankfurt,3.0,1.0,10.0,5.0,633.0,420.0,111.0,111.0,82.0,74.0,119.04,120.78,"4,0","Über mehr als eine Stunde schwer erträglich, dann aber abwechslungsreich und durchaus spannend in der Schlussphase.","Difficult to bear for more than an hour, but then varied and quite exciting in the final phase.",Lucien Favre,Adolf Hütter,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 15:30",Bayern München,Bayer 04 Leverkusen,3.0,1.0,15.0,3.0,836.0,262.0,90.0,74.0,89.0,72.0,114.32,119.08,"3,0",Nach turbulenter Anfangsphase flachte das Spiel nach der Bayernführung ab. Die Gäste investierten deutlich zu wenig.,"After a turbulent initial phase, the game flattened after Bayern's leadership. The guests invested far too little.",Niko Kovac,Heiko Herrlich,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 15:30",RB Leipzig,Hannover 96,3.0,2.0,14.0,16.0,273.0,578.0,84.0,97.0,69.0,83.0,117.54,117.52,"2,0",Unterhaltsames Offensivspektakel mit vielen Chancen und Spannung bis zum Schlusspfiff.,Entertaining offensive spectacle with lots of opportunities and excitement until the final whistle.,Ralf Rangnick,André Breitenreiter,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 15:30",1. FSV Mainz 05,FC Augsburg,2.0,1.0,21.0,14.0,405.0,362.0,90.0,98.0,78.0,73.0,116.06,116.02,"3,0","Die spannende Schlussphase entschädigte für die überschaubare Qualität, die das Spiel über weite Strecken bot.",The exciting final phase made up for the manageable quality that the game offered over long stretches.,Sandro Schwarz,Manuel Baum,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 15:30",VfL Wolfsburg,Hertha BSC,2.0,2.0,15.0,10.0,498.0,315.0,107.0,89.0,79.0,72.0,114.88,111.79,"2,0","Intensives und ansehnliches Spiel, am Ende Dramatik pur.","Intense and respectable game, at the end pure drama.",Bruno Labbadia,Pal Dardai,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 15:30",Fortuna Düsseldorf,TSG Hoffenheim,2.0,1.0,8.0,19.0,257.0,528.0,88.0,80.0,66.0,85.0,117.98,118.85,"3,0","Hoffenheim sorgte für spielerische Höhepunkte, Fortuna hielt mit vollem Einsatz dagegen. Nicht immer hochwertige, aber abwechslungsreiche und spannende Partie.","Hoffenheim provided playful highlights, Fortuna countered with full commitment. Not always high quality, but varied and exciting game.",Friedhelm Funkel,Julian Nagelsmann,NOTFOUND,NOTFOUND,NOTFOUND,NOTFOUND
"15.09.2018, 18:30",Bor. Mönchengladbach,FC Schalke 04,2.0,1.0,15.0,16.0,443.0,428.0,106.0,107.0,76.0,75.0,120.07,116.97,"3,0","Flotter Beginn, abwechslungsreiche Endphase, jedoch von Schalker Seite sehr wenige spielerische Highlights.","A brisk start, varied final phase, but very few playful highlights from Schalke's side.",Dieter Hecking,Domenico Tedesco,"Wir haben uns riesig gefreut, dass wir das Spiel gewonnen haben. Es ist Leichtigkeit zu sehen, es ist Spielfluss zu sehen. Damit haben wir Schalke sehr viele Probleme bereitet, das wollten wir.","Gladbach hat uns zu Beginn überrollt, die Abstände haben nicht gestimmt. Aber insgesamt war das ganz gut heute. Mein Mann des Spiels war Yann Sommer (Gladbachs Torwart, d.Red.), der hat ein paar Dinge rausgeholt. Ich bin stolz auf die Jungs, wie sie gearbeitet haben.","We were really happy that we won the game. It is easy to see, the flow of the game can be seen. We caused a lot of problems for Schalke with that, we wanted that.","Gladbach rolled over us at the beginning, the gaps weren't right. But overall that was pretty good today. My husband at the game was Yann Sommer (Gladbach's goalkeeper, editor), he got a few things out of it. I'm proud of the guys for the way they worked."
