date,name_home_team,name_away_team,score_home,score_away,shots_home,shots_away,passes_home,passes_away,misplaced_passes_home,misplaced_passes_away,pass_accuracy_home,pass_accuracy_away,distance_home,distance_away,grade,summary_german,summary_english,coach_home,coach_away,interview_home,interview_away,interview_home_english,interview_away_english
"27.04.2019, 15:30",Eintracht Frankfurt,Hertha BSC,0.0,0.0,11.0,11.0,381.0,415.0,139.0,122.0,64.0,71.0,112.16,109.39,"4,5","Frankfurt agierte sehr fehlerhaft und erreichte kein Erstliganiveau. Hertha hatte die bessere Spielanlage, nutzte die Fehler der Hausherren aber zu selten und spielte mit zu wenig Mut. Unterm Strich ein wenig ansehnliches Spiel.","Frankfurt acted very wrongly and did not reach the first division level. Hertha had the better playing system, but used the mistakes of the home side too rarely and played with too little courage. The bottom line is a pretty decent game.",Adolf Hütter,Pal Dardai,"Ich bin nicht zufrieden mit dem Punkt. Wir haben nie zu unserem Spiel gefunden, nie Zugriff nach vorne gehabt. Wir hatten viele Ballverluste. Wir müssen uns gewaltig steigern was das Spiel mit dem Ball betrifft. Wir sind enttäuscht.","Ich bin sehr zufrieden. Die Tendenz ist in Ordnung. Die Jungs haben ehrliche Arbeit abgeliefert. Wir hätten auch gewinnen können - und das bei einer Mannschaft, die um die Champions League spielt. Darauf können wir stolz sein.","I am not happy with the point. We never found our way to our game, never had access to the front. We lost a lot of the ball. We have to improve a lot when it comes to playing with the ball. We are disappointed.",I'm very satisfied. The trend is fine. The guys did an honest job. We could have won too - and with a team that plays for the Champions League. We can be proud of that.
"17.03.2019, 15:30",Eintracht Frankfurt,1. FC Nürnberg,1.0,0.0,24.0,10.0,526.0,296.0,114.0,111.0,78.0,62.0,114.54,117.92,"3,0","Es spielte mit Frankfurt nur eine Mannschaft, diese aber relativ attraktiv.","Only one team played with Frankfurt, but they were relatively attractive.",Adolf Hütter,Boris Schommers,"Es war ein verdienter Arbeitssieg. Wir hätten gewisse Situationen besser zu Ende spielen können. Nach so einem Spiel am Donnerstag wusste ich, dass es nicht einfach wird.","Wir haben leider nichts mitnehmen können. Wir hatten die Chance zur Führung, das wäre wichtig gewesen. Unterm Strich ist es völlig in Ordnung, dass Frankfurt gewonnen hat.","It was a well-deserved job win. We could have finished certain situations better. After a game like that on Thursday, I knew it wasn't going to be easy.","Unfortunately we couldn't take anything with us. We had the chance to take the lead, that would have been important. All in all, it's okay that Frankfurt won."
"25.08.2018, 15:30",SC Freiburg,Eintracht Frankfurt,0.0,2.0,22.0,10.0,417.0,384.0,108.0,110.0,74.0,71.0,121.89,124.77,"3,0","Zwischendurch immer mal wieder Leerlauf, insgesamt aber ein unterhaltsames Spiel mit vielen Torraumszenen.","Every now and then idle, but overall an entertaining game with many goal area scenes.",Lars Voßler,Adolf Hütter,"Es ist schade, dass wir am Ende ohne Punkte dastehen. Aber es geht weiter. Für mich war es das erste Bundesliga-Spiel in dieser Funktion, das hat sich gut angefühlt.","Es tut gut bei so einem heimstarken Team wie dem SC Freiburg, mit einem Sieg zu starten. Aber trotz des Siegs ist klar, dass wir weiter hart arbeiten und uns weiter verbessern müssen. Die drei Punkte waren Balsam.","It's a shame that we ended up with no points. But it goes on. For me it was the first Bundesliga game in this role, that felt good.","With a strong home team like SC Freiburg, it's good to start with a win. But despite the win, it is clear that we have to keep working hard and keep improving. The three points were balm."
"01.03.2019, 20:30",FC Augsburg,Borussia Dortmund,2.0,1.0,9.0,17.0,291.0,768.0,93.0,96.0,68.0,88.0,127.26,116.1,"2,0","Ein intensives und bis zum Schluss spannendes Kampfspiel, das von Augsburg sehr leidenschaftlich geführt wurde.","An intense fighting game that was exciting until the very end, which Augsburg played with great passion.",Manuel Baum,Lucien Favre,"Wir haben uns nach dem Freiburg-Spiel alle an die Nase gepackt. Heute haben wir alle Tugenden gezeigt, die Augsburg auszeichnen. Wir haben uns gegen Dortmund etwas ausgedacht und das hat ganz gut funktioniert.",Wir hätten das Spiel gewinnen müssen. Augsburg hatte praktisch keine Chance und hat gewonnen. Diese Niederlage war total unnötig. Wir haben aber die entscheidenden Fehler gemacht. Wir hatten unsere Möglichkeiten und haben sie nicht genutzt.,We all grabbed our noses after the Freiburg game. Today we showed all the virtues that distinguish Augsburg. We came up with something against Dortmund and that worked out really well.,We should have won the game. Augsburg had practically no chance and won. This defeat was totally unnecessary. But we made the crucial mistakes. We had our options and did not use them.
"21.04.2019, 18:00",Hertha BSC,Hannover 96,0.0,0.0,16.0,13.0,443.0,298.0,89.0,98.0,80.0,67.0,110.34,113.39,"5,0","Viel Leerlauf, viele Fehler, viel Langeweile - die Partie enttäuschte über weite Strecken auf ganzer Linie.","Lots of idle time, lots of mistakes, lots of boredom - the game disappointed across the board for long stretches.",Pal Dardai,Thomas Doll,"Man hat gesehen, dass die Fünf-Niederlagen-Mannschaft gegen die Acht-Niederlagen-Mannschaften gespielt hat. Bei uns war der Wille da, aber die Tore haben gefehlt. Die Mannschaft hat gekämpft, aber das spielerische Element hat gefehlt. Ich kann meiner Mannschaft aber keinen Vorwurf machen.","Ich weiß nicht so richtig, was ich mit dem Punkt anfangen soll. Aber ein Punkt ist zu wenig. Heute wäre mehr drin gewesen, denn Hertha hatte auch nicht den besten Tag.","You have seen that the five-loss team played against the eight-loss teams. We had the will, but the goals were missing. The team fought, but the playful element was missing. But I can't blame my team.","I don't really know what to do with the point. But one point is not enough. Today would have been more possible, because Hertha did not have the best day either."
"12.05.2019, 18:00",Eintracht Frankfurt,1. FSV Mainz 05,0.0,2.0,13.0,15.0,432.0,318.0,112.0,101.0,74.0,68.0,110.96,112.57,"3,0",Ein ansehnlicher Schlagabtausch mit kleineren Mängeln.,A respectable exchange of blows with minor flaws.,Adolf Hütter,Sandro Schwarz,"Wir haben leider eine sehr große Chance liegengelassen. Das ist sehr, sehr ärgerlich. Es ärgert mich sehr, wie wir uns vor den Gegentoren defensiv verhalten haben.","Wir haben eine sehr gute Auswärtsleistung gezeigt. Wir hatten schon in der ersten Halbzeit gute Momente, mit dem Doppelschlag hatten wir den Spielverlauf auf unserer Seite. Wir sind glücklich über den Sieg, können aber mit der Eintracht mitfühlen.","Unfortunately, we missed a very big chance. It's very, very annoying. It annoys me very much how we behaved defensively before conceding goals.","We showed a very good performance away from home. We already had good moments in the first half, with the one-two punch we had the game on our side. We're happy with the win, but we can empathize with the unity."
"29.03.2019, 20:30",TSG Hoffenheim,Bayer 04 Leverkusen,4.0,1.0,12.0,18.0,346.0,631.0,82.0,85.0,76.0,87.0,120.54,122.71,"1,5","Rassige, tempo- und abwechslungsreiche Partie auf starkem technischen Niveau.","Classy, fast-paced and varied game on a strong technical level.",Julian Nagelsmann,Peter Bosz,Die ersten Minuten mussten wir überstehen und sind dann nicht ganz verdient in Führung gegangen. Aus der Kontersituatuion heraus haben wir die Räume dann aber super gefunden und die Tore gemacht. Wir haben einen guten Gegner verdient bezwungen.,"Wir haben die Chancen nicht gemacht und mussten leider schon in der ersten Halbzeit zwei Spieler auswechseln. Bis dahin war es ordentlich, danach waren wir zu offen und haben schlecht verteidigt. Am Ende haben wir zu Recht verloren.",We had to survive the first few minutes and then didn't quite deserve to take the lead. From the counter-situation we found the rooms great and scored the goals. We deserved to beat a good opponent.,"We didn't take the chances and unfortunately had to replace two players in the first half. Up until then it was okay, after that we were too open and defended poorly. In the end we were right to lose."
"27.04.2019, 18:30",VfB Stuttgart,Bor. Mönchengladbach,1.0,0.0,13.0,18.0,266.0,573.0,76.0,95.0,71.0,83.0,114.96,114.64,"3,5",Viele Längen in einer allerdings bis zur letzten Sekunde spannenden Partie.,Many lengths in a game that was exciting right up to the last second.,Nico Willig,Dieter Hecking,"Wir wollten Gladbach unter Druck setzen, haben sehr hoch und sehr tief verteidigt. Wir hatten in beiden Phasen gute Szenen, aber auch Glück. Es war toll, nicht nur für mich, sondern für alle. Die Mannschaft hat gemerkt, der Funke springt über. Wir schaffen die nächsten Schritte, um wieder eine große Einheit in der Region zu werden. Deswegen ist es ein toller Tag für uns.","Es war eine enttäuschende Vorstellung, die auch nicht schönzureden ist. Wenn du 60, 65 Minuten langsam und behäbig spielst und keine Sprints machen willst, wirst du dieses Spiel nicht gewinnen. So wie wir heute gespielt haben, wirst du auch nicht gegen Hoffenheim gewinnen. Wenn wir so spielen, wirst du auch kein Ziel erreichen.","We wanted to put Gladbach under pressure and defended very high and very low. We had good scenes in both phases, but also luck. It was great, not just for me, but for everyone. The team noticed that the spark was jumping. We are taking the next steps to become a large unit in the region again. That's why it's a great day for us.","It was a disappointing performance that cannot be glossed over. If you play slowly and slowly for 60, 65 minutes and don't want to sprint, you won't win this game. The way we played today, you won't win against Hoffenheim either. If we play like this, you won't achieve a goal either."
"05.04.2019, 20:30",1. FSV Mainz 05,SC Freiburg,5.0,0.0,9.0,17.0,280.0,652.0,63.0,75.0,78.0,88.0,120.11,116.09,"1,5","Ein ballsicheres, aber defensiv schwaches Freiburg zeigte einige sehenswerte Spielzüge, während Mainz exzellenten und hocheffektiven Umschaltfußball bot. Hoher Unterhaltungswert durch die vielen Torchancen und den kuriosen Verlauf der gar nicht so einseitigen Partie.","A ball-safe, but defensively weak Freiburg showed some remarkable moves, while Mainz offered excellent and highly effective football. High entertainment value due to the many chances to score and the strange course of the not so one-sided game.",Sandro Schwarz,Christian Streich,"Ein wichtiger Sieg, der uns sehr gut tut. Es war ein komisches Spiel, wir hatten zunächst wenig Zugriff in der Anfangsphase. Das 1:0 spielt uns dann natürlich in die Karten. Unser Umschaltspiel war sehr gut, dann gehen wir mit 3:0 in die Pause. Danach hätte es nochmal kippen können, aber wir waren einfach brutal effektiv und haben die Chancen eiskalt ausgenutzt.","Wir haben gut und strukturiert angefangen, dann bekommen wir das 0:1. In der Folge bekommen wir Tore, bei denen Mainz die ihre Offensiv-Qualität ausspielt. In der zweiten Halbzeit vergeben wir einige riesige Torchancen, dann bekommen wir insgesamt fünf Gegentore. Wenn man so hoch verliert ist das verdient, keine Frage. Ich habe trotzdem kein Mentalitätsproblem bei meiner Mannschaft ausgemacht.","An important win that is very good for us. It was a strange game, we had little access in the early stages. The 1-0 then naturally plays into our cards. Our switching game was very good, then we go into the break 3-0. After that it could have tipped over again, but we were just brutally effective and took advantage of the chances.","We started well and structured, then we get the 0: 1. As a result, we get goals in which Mainz play their offensive quality. In the second half we missed some huge chances, then we conceded five goals in total. If you lose that much, you deserve it, no question about it. Still, I didn't see a mentality problem with my team."
"09.03.2019, 15:30",SC Freiburg,Hertha BSC,2.0,1.0,9.0,16.0,284.0,526.0,82.0,105.0,71.0,80.0,118.48,113.86,"3,0","Nach flottem Beginn teilweise ein taktischer Abnutzungskampf, nach der Pause erst einseitig, dann spannend mit überraschender Wendung.","After a brisk start, sometimes a tactical wear-and-tear battle, after the break at first one-sided, then exciting with a surprising twist.",Christian Streich,Pal Dardai,"Am Ende waren wir die Glücklicheren. Zum Glück ist dieser Eckball gekommen. Ich bin extrem erleichtert, es sind jetzt elf Punkte nach unten. Es ist noch nichts geschafft, aber es sieht gut aus.","In der ersten Hälfte war es organisierter Fußball. Das Spiel war nicht so schön. In der zweiten Hälfte hatten wir viel Ballbesitz und haben einen wunderschönen Ausgleich gemacht. Wir wollten mit einem Standard gewinnen, es kam andersrum.","In the end, we were the happier ones. Fortunately, this corner kick came. I'm extremely relieved, it's eleven points down now. Nothing has been done yet, but it looks good.","In the first half it was organized football. The game wasn't that nice. We had a lot of possession in the second half and made a wonderful equalizer. We wanted to win with a standard, it turned out the other way around."
"11.05.2019, 15:30",1. FC Nürnberg,Bor. Mönchengladbach,0.0,4.0,12.0,16.0,464.0,496.0,61.0,52.0,87.0,90.0,114.02,114.52,"3,5","Eine Partie mit tempoarmen Längen, die vor allem dann an Rasse und Klasse gewann, wenn Gladbach anzog, Nürnberg war nur phasenweise auf Augenhöhe.","A game with slow lengths, which especially gained in breed and class when Gladbach picked up, Nuremberg was only at eye level at times.",Boris Schommers,Dieter Hecking,"Wenn du am 33. Spieltag mit 19 Punkten dastehst, hast du es auch nicht verdient. Natürlich ist es sehr, sehr bitter. Was die Fans heute geleistet haben, ist einzigartig. Dass sie die Mannschaft trotz des Abstiegs so unterstützen, dafür zolle ich unseren Anhängern großen Respekt.","Riesenkompliment, wie meine Mannschaft das gemacht hat. Es war nicht ganz einfach nach den letzten Wochen. Wir haben sehr konzentriert gespielt. Nach dem 1:0 für uns ist die Brust breiter geworden, der Club hat den Glauben verloren. Das gibt uns für das Spiel gegen Dortmund ein wahnsinnig gutes Gefühl. Wir wollen den Borussia-Park noch mal zum Beben bringen. Es ist jetzt schon Europa, wenn wir die Champions League erreichen, wäre das herausragend.","If you have 19 points on matchday 33, you don't deserve it either. Of course, it's very, very bitter. What the fans did today is unique. I have great respect for our supporters for their support of the team despite the relegation.","Huge compliments to how my team did it. It wasn't easy after the last few weeks. We played very focused. After the 1-0 win for us, our chests broadened and the club lost its faith. That gives us a really good feeling about the game against Dortmund. We want to make Borussia-Park shake again. It's already Europe, if we reach the Champions League that would be outstanding."
"08.12.2018, 15:30",Bayer 04 Leverkusen,FC Augsburg,1.0,0.0,21.0,14.0,572.0,338.0,117.0,111.0,80.0,67.0,117.55,115.8,"4,5",Abgesehen von einer guten Leverkusener Anfangsviertelstunde und einer zumindest spannenden Schlussphase ein über weite Strecken zähes Spiel.,"Apart from a good Leverkusen opening quarter of an hour and an at least exciting final phase, it was a tough game for long periods.",Heiko Herrlich,Manuel Baum,"Wir mussten sehr geduldig bleiben. Wir hatten aber unsere Chancen, auch wenn es nicht viele waren. Lucas hat dann zum Glück sein erstes Saisontor gemacht, danach war es ein anderes Spiel. Am Ende war noch ein bisschen Zittern angesagt, am Ende geht der Sieg aber absolut in Ordnung.","Man hat gesehen, dass wir das defensiv angehen wollten. Wir hatten in der ersten Hälfte das ein oder andere Problemchen und unsere Konter nicht gut ausgespielt. Am Ende haben wir den einen Fehler hinten zu viel gemacht und das Tor selbst nicht getroffen.","We had to be very patient. But we had our chances, even if there weren't many. Fortunately, Lucas then scored his first goal of the season, after which it was a different game. In the end there was still a bit of trembling announced, but in the end the win is absolutely okay.",You could see that we wanted to take a defensive approach. We had one or two problems in the first half and we didn't play our counterattacks well. In the end we made one mistake too much at the back and didn't hit the goal ourselves.
