date,name_home_team,name_away_team,score_home,score_away,shots_home,shots_away,passes_home,passes_away,misplaced_passes_home,misplaced_passes_away,pass_accuracy_home,pass_accuracy_away,distance_home,distance_away,grade,summary_german,summary_english,coach_home,coach_away,interview_home,interview_away,interview_home_english,interview_away_english
"24.08.2019, 15:30",TSG Hoffenheim,Werder Bremen,3,2,10,18,510,425,80,100,84,76,115.96,113.72,"4,0","Lange zerfahren und ohne Höhepunkte auf mäßigem Niveau. Zwar spannend, aber fehlerhaft, gerade vor den Treffern.","Long disheveled and without highlights at a moderate level. Exciting, but flawed, especially before the hits.",Alfred Schreuder,Florian Kohfeldt,"Wir sind sehr glücklich mit dem Sieg. Es hätte auch 3:3 oder sogar 2:3 ausgehen können. In der ersten Halbzeit hatten wir viel Kontrolle, konnten im letzten Drittel des Feldes jedoch keine Großchancen herausspielen. Wir müssen noch besser mit dem Ball werden. Die Mentalität des Teams war in der zweiten Halbzeit unglaublich. Ganz großes Kompliment an die Jungs.","Ich sage es nochmal. Unser Weg ist der richtige. Wir haben prinzipiell ein starkes Auswärtsspiel gemacht, aber am Ende bekommen wir zwei Gegentore nach Standards und das darf nicht passieren.","We are very happy with the win. It could have turned out 3: 3 or even 2: 3. We had a lot of control in the first half, but couldn't create any great chances in the last third of the field. We have to get better with the ball. The team's mentality in the second half was incredible. Big compliments to the guys.","I'll say it again. Our way is the right one. Basically we played a strong away game, but in the end we got two goals against standards and that shouldn't happen."
"24.08.2019, 15:30",Fortuna Düsseldorf,Bayer 04 Leverkusen,1,3,12,12,296,644,79,77,73,88,111.57,119.37,"3,0","Vor allem vor der Pause sorgte Leverkusen für große Unterhaltung und viel Tempo, später verflachte die nie spannende Partie etwas.","Especially before the break, Leverkusen ensured great entertainment and a lot of speed, later the never exciting game flattened out a bit.",Friedhelm Funkel,Peter Bosz,"Wir haben heute nicht gegen eine gute, sondern gegen eine sehr gute Leverkusener Mannschaft verdient verloren. Wenn man ganz ehrlich ist, waren wir heute chancenlos - vor allem in den ersten 45 Minuten. Da hat Leverkusen alles auf den Platz gebracht, was sie auszeichnet. Bei dem einen oder anderen Tor hätten wir besser verteidigen müssen.","Mit den ersten 75 Minuten bin ich zufrieden. Wir haben gezeigt, dass wir ein gutes Team haben und gut zusammenspielen können. Über die letzte Viertelstunde habe ich mich geärgert: Wir haben den Ball nicht laufen lassen, sondern sind mit dem Ball gelaufen. Wir haben als Mannschaft viel besser verteidigt als gegen Paderborn. Wir waren kompakter und haben den Gegner die Konter nicht spielen lassen.","We deservedly lost today not against a good team, but against a very good Leverkusen team. To be completely honest, we had no chance today - especially in the first 45 minutes. Leverkusen has put everything that distinguishes them on the pitch. We should have defended better at one or the other goal.","I'm happy with the first 75 minutes. We have shown that we have a good team and that we can play well together. I've been annoyed for the last quarter of an hour: We didn't let the ball run, we ran with the ball. We defended much better as a team than against Paderborn. We were more compact and didn't let our opponents play the counterattacks."
"24.08.2019, 15:30",1. FSV Mainz 05,Bor. Mönchengladbach,1,3,20,15,378,422,79,88,79,79,113.23,115.36,"3,5","Ein munterer Beginn und eine muntere Schlussviertelstunde, aber auch mit Leerlauf dazwischen.","A lively beginning and a lively final quarter of an hour, but also with idle time in between.",Sandro Schwarz,Marco Rose,"In der ersten Halbzeit war es ein Spiel auf Augenhöhe. Auch nach der Pause war es sehr ordentlich. Fatal, dass wir dann innerhalb von zwei Minuten zwei Gegentore bekommen. Für uns bleibt es dabei, Spiele über 90, 93 Minuten aufrechtzuerhalten.","Ich möchte mich sehr herzlich bedanken für den tollen Empfang. Ich glaube, dass wir das Spiel gewonnen haben, weil wir im richtigen Moment das zweite Tor machen. In der Summe war es ein ganz schwieriges Spiel.","In the first half it was an equal match. Even after the break it was very neat. It's fatal that we conceded two goals within two minutes. For us, it remains to keep games going over 90, 93 minutes.","I would like to thank you very much for the great reception. I think we won the game because we scored the second goal at the right moment. All in all, it was a very difficult game."
"24.08.2019, 15:30",FC Augsburg,1. FC Union Berlin,1,1,12,11,382,322,117,106,69,67,108.97,109.89,"3,5","In der ersten halben Stunde zäh und nahezu ereignislos, dann abwechslungsreich und bis zum Schluss spannend, aber fußballerisch auf niedrigem Niveau.","In the first half an hour tough and almost uneventful, then varied and exciting until the end, but football at a low level.",Martin Schmidt,Urs Fischer,"Man kann von einem gerechten Unentschieden sprechen. Der einzige Makel bei uns war, dass wir nicht das zweite Tor nachgelegt haben. Wir haben Union zu sehr in die Karten gespielt. Wir machen kleine Schritte und brauchen noch Zeit.","Über 90 Minuten haben sie Vieles richtig gemacht. Wir waren von Beginn an im Spiel, hatten Zugriff, hatten in einigen Phasen auch eine gewisse Kontrolle. Das gab uns das Selbstvertrauen, das man auch braucht, wenn man Punkte mitnehmen will.",One can speak of a fair draw. The only flaw with us was that we didn't put the second goal in. We played Union too much into the cards. We're taking small steps and still need time.,"They did a lot of things right for over 90 minutes. We were in the game from the start, had access, and had a certain amount of control in some phases. That gave us the confidence that you need if you want to take points."
"24.08.2019, 15:30",SC Paderborn 07,SC Freiburg,1,3,16,9,398,335,78,92,80,73,109.23,111.8,"4,0","Temporeiche erste Halbzeit, nach der Pause nicht mehr so attraktiv, von einigen Fehlern durchsetzt.","Fast-paced first half, not so attractive after the break, interspersed with a few mistakes.",Steffen Baumgart,Christian Streich,"Die Jungs haben nach vorne gespielt und versucht, Tempo aufzunehmen. Beim VfL Wolfsburg wollen wir weiter so Druck machen.","Dass es zur Halbzeit 2:1 für uns stand, war glücklich. In der zweiten Halbzeit haben sie uns hinten reingedrängt, aber wir sind gut gestanden.","The guys played forward and tried to pick up the pace. At VfL Wolfsburg, we want to keep applying the pressure.","We were happy that it was 2-1 at halftime. They pushed us into the back in the second half, but we did well."
"24.08.2019, 18:30",FC Schalke 04,Bayern München,0,3,11,10,353,704,75,83,79,88,114.67,113.03,"4,0","Den Bayern genügte ein durchschnittlicher Auftritt, Schalke war nicht mutig genug; ein Duell mit wenig Spannung und kaum packenden Szenen.","An average appearance was enough for Bayern, Schalke wasn't brave enough; a duel with little tension and hardly gripping scenes.",David Wagner,Niko Kovac,"Wir haben es vorher gesagt: Wir werden Schritte machen durch dieses Spiel. Glückwunsch nach München für einen verdienten Sieg. Nichtsdestotrotz hat meine Mannschaft ein gutes Spiel gemacht. In der ersten Hälfte war das in Ballbesitz nicht so gut, aber das haben wir in der zweiten Hälfte deutlich besser gemacht. Wir hätten ein Tor verdient gehabt.","Ich glaube, wir haben das Spiel über 90 Minuten kontrolliert. In der ersten Hälfte gab es auf beiden Seiten noch einige Ballverluste, aber wir haben nichts anbrennen lassen und im Vergleich zur letzten Woche keine Fehler gemacht. Das war ein gutes Spiel.","We said it before: we're going to take steps through this game. Congratulations to Munich for a well-deserved victory. Nonetheless, my team played a good game. In the first half it wasn't that good in possession of the ball, but we did a lot better in the second half. We deserved a goal.","I think we controlled the game for over 90 minutes. Both sides lost a few balls in the first half, but we didn't let anything go and we haven't made any mistakes since last week. That was a good game."
"25.08.2019, 15:30",RB Leipzig,Eintracht Frankfurt,2,1,12,10,408,524,94,93,77,82,117.31,113.62,"4,0","Viel Kampf und das spielerische Niveau zwischen den Strafräumen war ordentlich, rund um die Sechzehner gab es aber zu wenige Höhepunkte.","A lot of fighting and the level of play between the penalty areas was decent, but there were too few highlights around the sixteen.",Julian Nagelsmann,Adolf Hütter,"Ein Unentschieden wäre wohl gerechter gewesen. Wir hatten weniger Zugriff und Balleroberungen, als wir es uns erhofft haben. Es war nicht einfach, Druck aufzubauen. Mir hat auch der Mut zum eigenen Ballbesitz gefehlt und wir waren zu offen.","Wenn man die kompletten 90 Minuten betrachtet, hätten wir uns einen Punkt absolut verdient gehabt. Wir haben ein sehr ordentliches Spiel gemacht, auf das wir stolz sein können. Vor allem fußballerisch sah das schon gut aus, wir hatten das Geschehen über weite Strecken im Griff. Vor dem Tor waren wir allerdings nicht konsequent genug, während Leipzig aus wenigen Chancen viel gemacht. Auch wenn wir uns für den Aufwand nicht belohnen konnten, gibt uns die Partie Rückenwind für Donnerstag.",A draw would have been more fair. We had less access and conquest of the ball than we hoped. It wasn't easy to build up pressure. I also lacked the courage to own the ball and we were too open.,"If you look at the full 90 minutes, we absolutely deserved a point. We played a very decent game that we can be proud of. It looked good, especially in terms of football, we had the action under control over long stretches. We weren't consistent enough in front of goal, while Leipzig made a lot out of a few chances. Even if we couldn't reward ourselves for the effort, the game gives us a tailwind for Thursday."
"25.08.2019, 18:00",Hertha BSC,VfL Wolfsburg,0,3,9,10,496,383,103,103,79,73,110.27,116.44,"3,5",Nach einer guten ersten Halbzeit verflachte die Begegnung.,"After a good first half, the encounter flattened out.",Ante Covic,Oliver Glasner,"Wir haben uns das natürlich anders vorgestellt. Wir haben es nicht geschafft, den Punkt aus München zu vergolden. In den ersten 30 Minuten haben wir sehr sehr viel investiert. Wir haben drei, vier Hochkaräter nicht genutzt und gegen einen sehr effektiven Gegner verloren.","Großen Respekt vor den Jungs. Wir hatten in den ersten 15, 20 Minuten Probleme, haben dann ein, zwei kleine Veränderungen vorgenommen. Und ich denke, danach haben wir das Spiel immer besser in den Griff bekommen. In der zweiten Halbzeit waren wir defensiv extrem stabil und gefährlich bei Kontern. Die kompakte Mannschaftsleistung hat uns ausgezeichnet.","Of course, we imagined it differently. We didn't manage to gild the point from Munich. We invested a great deal in the first 30 minutes. We didn't use three or four top-class players and lost to a very effective opponent.","Great respect for the boys. We had problems for the first 15 or 20 minutes, then made one or two small changes. And I think we got a better grip on the game after that. In the second half we were extremely stable defensively and dangerous on the counterattack. The compact team performance has set us apart."
"30.08.2019, 20:30",Bor. Mönchengladbach,RB Leipzig,1,3,12,14,469,502,80,92,83,82,116.33,119.63,"2,0","Viel Tempo, zahlreiche Chancen auf beiden Seiten, ein rassiges Duell.","A lot of speed, numerous chances on both sides, a classy duel.",Marco Rose,Julian Nagelsmann,"Insgesamt war es eine gute Leistung meiner Mannschaft – trotzdem haben wir verloren. Am Anfang hatten wir zwei oder drei gute Möglichkeiten. In der Phase, in der wir hätten in Führung gehen können, haben wir das Tor aber nicht gemacht. In der Phase, in der wir eigentlich alles im Griff hatten, haben wir den ersten Gegentreffer bekommen. Timo Werner hatte einen richtig, richtig guten Tag. Das kommt vor bei einem Nationalspieler.","Gladbach war die ersten zehn Minuten besser, danach war es ein rassiges Spiel von beiden Seiten. Wir sind dann aus meiner Sicht schon verdient in Führung gegangen und waren aus meiner Sicht auch nach der Pause die gefährlichere Mannschaft. Yann Sommer hat noch zweimal weltklasse pariert, sonst wäre es vielleicht schon früher entschieden gewesen. So hatten wir zum Ende hin noch einmal etwas Glück – dennoch kein unverdienter Sieg.","Overall, it was a good performance by my team - but we still lost. In the beginning we had two or three good options. We didn't score when we could have taken the lead. We conceded the first goal in the phase when we actually had everything under control. Timo Werner had a really, really good day. That happens with a national player.","Gladbach was better in the first ten minutes, then it was a classy game from both sides. From my point of view we deserved to take the lead and from my point of view we were the more dangerous team even after the break. Yann Sommer has parried two more world class, otherwise it might have been decided earlier. So we were lucky again towards the end - but not an undeserved victory."
"31.08.2019, 15:30",Bayern München,1. FSV Mainz 05,6,1,18,7,659,325,79,77,88,76,109.57,110.9,"2,5","Unterhaltsame Partie mit vielen Toren und Strafraumszenen, in der Mainz 05 nur gut 30 Minuten Gegenwehr leistete.","Entertaining game with many goals and scenes in the penalty area, in which Mainz 05 only fought for a good 30 minutes.",Niko Kovac,Sandro Schwarz,Vor der Trinkpause waren wir zu lethargisch. Dann haben wir den Ball schneller laufen lassen und gefährliche Situationen kreiert. Das 2:1 vor der Pause war sehr wichtig - unter dem Strich sind wir zufrieden und glücklich.,"Die ersten 35 Minuten haben wir ein Spiel gesehen, dass ganz nach unserer Vorstellung war. Wir waren sehr mutig und haben aggressiv verteidigt. Die individuelle Qualität der Bayern war dann kurz vor der Pause zu sehen. Natürlich ist das 6:1 zu hoch und ärgerlich","Before the drinking break, we were too lethargic. Then we made the ball run faster and created dangerous situations. The 2-1 win before the break was very important - the bottom line is that we are satisfied and happy.","For the first 35 minutes we saw a game that was just as we wanted it to be. We were very brave and defended aggressively. The individual quality of Bayern could be seen shortly before the break. Of course, the 6: 1 is too high and annoying"
"31.08.2019, 15:30",Bayer 04 Leverkusen,TSG Hoffenheim,0,0,20,6,632,219,85,82,87,63,118.68,115.59,"4,0","Intensive Partie, in der sich vor allen Dingen Bayer um die spielerischen Elemente verdient machte und der durch Hoffenheims destruktive Haltung zwar nicht die Spannung, aber die Attraktivität geraubt wurde.","Intense game in which Bayer above all made a contribution to the playful elements and which Hoffenheim's destructive attitude did not rob of the tension, but of the attractiveness.",Peter Bosz,Alfred Schreuder,"Sieben Punkte aus drei Spielen sind meiner Meinung nach zwei zu wenig. Die haben wir heute unglücklich liegen lassen, hätten aber wirklich mehr verdient gehabt. Auch wenn wir uns nicht viele klare Torchancen erspielt haben, denke ich, dass wir absolut überlegen gespielt haben. Es war das beste Spiel, das ich in dieser Saison von meinem Team gesehen habe.","Uns war es wichtig die Räume eng zu machen und auf Konter zu spielen. Das haben die Jungs gut umgesetzt. Es gab zahlreiche Eckbälle gegen uns. Ich habe den Jungs gesagt, dass wir nächste Woche keine Standards mehr trainieren müssen. Das war genug heute. Unsere Mannschaft befindet sich aktuell noch im Aufbau. Wir können nicht nach Leverkusen fahren und denken: 'Heute greifen wir voll an.'. Wir müssen realistisch bleiben.","Seven points from three games are two too few in my opinion. We left them behind today, but we really deserved more. Even if we didn't create a lot of clear scoring chances, I think we played absolutely superior. It was the best game I've seen my team play this season.",It was important to us to narrow the space and to play on the counterattack. The guys implemented that well. There were numerous corners against us. I told the guys that we won't have to train any more standards next week. That was enough today. Our team is currently still under construction. We cannot go to Leverkusen and think: 'Today we are fully attacking'. We have to be realistic.
